Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
CHKR,Chesapeake Granite Wash Trust,1.6,74800000,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/chkr
CHSP,Chesapeake Lodging Trust,32.51,1962991642,n/a,2010,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/chsp
CPK,Chesapeake Utilities Corporation,85.7,1402376974,n/a,n/a,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/cpk
CVX,Chevron Corporation,124.04,2.37035E+11,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvx
CHS,"Chico&#39;s FAS, Inc.",8.06,1041055908,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/chs
CIM,Chimera Investment Corporation,18.79,3513168592,n/a,2007,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cim
CIM^A,Chimera Investment Corporation,25.85,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cim^a
CIM^B,Chimera Investment Corporation,25.9,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cim^b
DL,China Distance Education Holdings Limited,7.2,239720169.6,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dl
CEA,China Eastern Airlines Corporation Ltd.,33.16,9594902803,n/a,1997,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/cea
CHN,"China Fund, Inc. (The)",20.63,324358785.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/chn
CGA,"China Green Agriculture, Inc.",1.17,45509425.65,n/a,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/cga
LFC,China Life Insurance Company Limited,12.64,71453174240,n/a,2003,Finance,Life Insurance,https://www.nasdaq.com/symbol/lfc
CHL,China Mobile (Hong Kong) Ltd.,44.1,1.80594E+11,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/chl
BORN,China New Borun Corporation,1.16,29841000,n/a,2010,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/born
COE,China Online Education Group,10.43,210487308.5,n/a,2016,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/coe
SNP,China Petroleum & Chemical Corporation,90.27,1.09291E+11,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/snp
XRF,China Rapid Finance Limited,1.98,129406636.3,n/a,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/xrf
ZNH,China Southern Airlines Company Limited,36.2,7303837433,n/a,1997,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/znh
CHA,China Telecom Corp Ltd,45.54,36856600524,n/a,2002,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cha
CHU,China Unicom (Hong Kong) Ltd,12.09,36993132327,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/chu
CYD,China Yuchai International Limited,20.68,844949457.9,n/a,1994,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cyd
CMG,"Chipotle Mexican Grill, Inc.",457.21,12707399382,n/a,2006,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cmg
CHH,"Choice Hotels International, Inc.",77.35,4382700427,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/chh
CBK,Christopher & Banks Corporation,1.03,39217774.27,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/cbk
CB,Chubb Limited,132.14,61551091476,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cb
CHT,"Chunghwa Telecom Co., Ltd.",36.07,27981109670,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cht
CHD,"Church & Dwight Company, Inc.",55.89,13676398078,n/a,n/a,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/chd
CIEN,Ciena Corporation,26.99,3854918327,n/a,1997,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cien
CI,Cigna Corporation,173.09,42107291180,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ci
XEC,Cimarex Energy Co,99.97,9540141599,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xec
CBB,Cincinnati Bell Inc,15.55,779272560.1,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cbb
CBB^B,Cincinnati Bell Inc,49.3,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cbb^b
CNK,Cinemark Holdings Inc,36.33,4242573877,n/a,2007,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/cnk
CINR,Ciner Resources LP,27.26,537670706.2,n/a,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cinr
CIR,"CIRCOR International, Inc.",38.86,770649836.1,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/cir
CISN,Cision Ltd.,16.25,2124095269,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cisn
CIT,CIT Group Inc (DEL),51.95,6601074856,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cit
BLW,Citigroup Inc.,14.88,549710039.5,n/a,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/blw
C,Citigroup Inc.,67,1.68612E+11,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/c
C.WS.A,Citigroup Inc.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/c.ws.a
C^C,Citigroup Inc.,25.18,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/c^c
C^J,Citigroup Inc.,27.79,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/c^j
C^K,Citigroup Inc.,27.55,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/c^k
C^L,Citigroup Inc.,26.04,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/c^l
C^N,Citigroup Inc.,27.15,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/c^n
C^S,Citigroup Inc.,26.5,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/c^s
CFG,"Citizens Financial Group, Inc.",39.36,19078837835,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/cfg
CIA,"Citizens, Inc.",7.88,394644804.6,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/cia
CIO,"City Office REIT, Inc.",12.91,466465992,n/a,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cio
CIO^A,"City Office REIT, Inc.",24.41,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cio^a
CVEO,Civeo Corporation,4.56,764715958.1,n/a,2014,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/cveo
CIVI,"Civitas Solutions, Inc.",16.35,599606280.5,n/a,2014,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/civi
CLH,"Clean Harbors, Inc.",57.28,3218557357,n/a,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/clh
CCO,"Clear Channel Outdoor Holdings, Inc.",4.4,1601623364,n/a,2005,Consumer Services,Advertising,https://www.nasdaq.com/symbol/cco
CBA           ,ClearBridge American Energy MLP Fund Inc.,7.69,450578624.3,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/cba
CEM,ClearBridge Energy MLP Fund Inc.,14.08,991442665,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/cem
EMO,ClearBridge Energy MLP Opportunity Fund Inc.,11.1,346276221.6,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/emo
CTR,ClearBridge Energy MLP Total Return Fund Inc.,11.32,434689607.4,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/ctr
CLW,Clearwater Paper Corporation,23.35,384367128.7,n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/clw
CLF,Cleveland-Cliffs Inc.,8.4,2500957712,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/clf
CLPR,Clipper Realty Inc.,9.88,175990019.4,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clpr
CLX,Clorox Company (The),134.46,17413642856,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/clx
CLD,Cloud Peak Energy Inc,3.26,247017349.2,n/a,2009,Energy,Coal Mining,https://www.nasdaq.com/symbol/cld
CLDR,"Cloudera, Inc.",14.77,2188911829,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cldr
CMS,CMS Energy Corporation,47.85,13518888479,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/cms
CMS^B,CMS Energy Corporation,103.75,0,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/cms^b
CMSA,CMS Energy Corporation,24.99,0,n/a,2018,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/cmsa
CNA,CNA Financial Corporation,47.1,12781638062,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cna
CNHI,CNH Industrial N.V.,10.37,14077508398,n/a,2013,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cnhi
CNO,"CNO Financial Group, Inc.",19.58,3276835473,n/a,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/cno
CEO,CNOOC Limited,165.61,1740446995,n/a,2001,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ceo
CNXM,CNX Midstream Partners LP,19.35,1231398493,n/a,2014,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/cnxm
CEIX,CNX Resources Corporation,39.44,1105481508,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ceix
CNX,CNX Resources Corporation,17.16,3739352056,n/a,1999,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cnx
KOF,Coca Cola Femsa S.A.B. de C.V.,61.1,12835888000,n/a,1993,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/kof
KO,Coca-Cola Company (The),44.74,1.9038E+11,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/ko
CCE,Coca-Cola European Partners plc,41.67,20256120360,n/a,2016,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/cce
CDE,"Coeur Mining, Inc.",8.23,1531742704,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/cde
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",13,353718924,n/a,2006,n/a,n/a,https://www.nasdaq.com/symbol/fof
INB,"Cohen & Steers Global Income Builder, Inc.",9.74,225403742.3,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/inb
CNS,Cohen & Steers Inc,43.47,2032105566,n/a,2004,Finance,Investment Managers,https://www.nasdaq.com/symbol/cns
UTF,"Cohen & Steers Infrastructure Fund, Inc",23.11,1971740439,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/utf
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",25.15,725089087,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/ldp
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",10.24,274363801.6,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/mie
RQI,Cohen & Steers Quality Income Realty Fund Inc,12.18,1329585876,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/rqi
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,19.57,930881023.5,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/rnp
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",27.25,326852059.8,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/psf
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",12.6,329306909.4,n/a,1993,n/a,n/a,https://www.nasdaq.com/symbol/rfi
CFX,Colfax Corporation,30.93,3819166344,n/a,2008,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/cfx
CL,Colgate-Palmolive Company,65.75,57355088721,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/cl
CXE,Colonial High Income Municipal Trust,4.94,155628070.5,n/a,1989,n/a,n/a,https://www.nasdaq.com/symbol/cxe
CIF,Colonial Intermediate High Income Fund,2.49,48880452.96,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cif
CXH,Colonial Investment Grade Municipal Trust,9.28,84543073.6,n/a,1989,n/a,n/a,https://www.nasdaq.com/symbol/cxh
CMU,Colonial Municipal Income Trust,4.54,128551248.6,n/a,1987,n/a,n/a,https://www.nasdaq.com/symbol/cmu
CLNY,"Colony Capital, Inc.",6.19,3075342813,n/a,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clny
CLNY^B,"Colony Capital, Inc.",25.57,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/clny^b
CLNY^E,"Colony Capital, Inc.",26.24,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/clny^e
CLNY^G,"Colony Capital, Inc.",24.35,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/clny^g
CLNY^H,"Colony Capital, Inc.",23.25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/clny^h
CLNY^I,"Colony Capital, Inc.",23.23,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/clny^i
CLNY^J,"Colony Capital, Inc.",23.21,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/clny^j
CLNC,"Colony Credit Real Estate, Inc.",21.5,2749566114,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clnc
CXP,"Columbia Property Trust, Inc.",22.98,2725471019,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cxp
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",22,338326384,n/a,2009,n/a,n/a,https://www.nasdaq.com/symbol/stk
CCZ,Comcast Corporation,55.37,0,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/ccz
CMA,Comerica Incorporated,89.46,15381148813,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cma
CMA.WS,Comerica Incorporated,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cma.ws
FIX,"Comfort Systems USA, Inc.",48.3,1792410150,n/a,1997,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/fix
CMC,Commercial Metals Company,22.04,2578988979,n/a,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/cmc
CBU,"Community Bank System, Inc.",60.73,3095689887,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbu
CYH,"Community Health Systems, Inc.",2.86,332608579.2,n/a,2000,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cyh
CHCT,Community Healthcare Trust Incorporated,29.66,539212838.3,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/chct
CIG,Comp En De Mn Cemig ADS,2.01,2529144681,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cig
CIG.C,Comp En De Mn Cemig ADS,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cig.c
CBD,Companhia Brasileira de Distribuicao,20.26,5396331230,n/a,1997,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/cbd
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,6.22,4251431385,n/a,2002,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/sbs
ELP,Companhia Paranaense de Energia (COPEL),5.5,1505104563,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/elp
CCU,"Compania Cervecerias Unidas, S.A.",25.53,4716704161,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/ccu
CODI,Compass Diversified Holdings,17.95,1075205000,n/a,2006,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/codi
CODI^A,Compass Diversified Holdings,22.8,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/codi^a
CODI^B,Compass Diversified Holdings,23.31,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/codi^b
CMP,"Compass Minerals International, Inc.",66.25,2242585820,n/a,2003,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cmp
CRK,"Comstock Resources, Inc.",11.54,186630707.7,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crk
CAG,"ConAgra Brands, Inc.",36.07,14099211165,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/cag
CXO,Concho Resources Inc.,148.08,22074156178,n/a,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cxo
CCM,Concord Medical Services Holdings Limited,4.1144,178416808.7,n/a,2009,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/ccm
CNDT,Conduent Incorporated,18.45,3883837471,n/a,2016,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cndt
COP,ConocoPhillips,72,84244766976,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cop
CCR,CONSOL Coal Resources LP,15.15,416933908.5,n/a,2015,Energy,Coal Mining,https://www.nasdaq.com/symbol/ccr
ED,Consolidated Edison Inc,79.46,24690642749,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ed
STZ,Constellation Brands Inc,215.5,41202639948,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/stz
STZ.B,Constellation Brands Inc,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stz.b
CSTM,Constellium N.V.,10.9,1466165791,n/a,2013,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/cstm
TCS,Container Store (The),8.17,394588222,n/a,2013,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/tcs
CBPX,"Continental Building Products, Inc.",31.65,1170029921,n/a,2014,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cbpx
CLR,"Continental Resources, Inc.",62.42,23471891661,n/a,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/clr
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",6.47,646106318.3,n/a,2013,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/vlrs
CVG,Convergys Corporation,25.22,2297151494,n/a,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/cvg
CTB,Cooper Tire & Rubber Company,26,1314391130,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/ctb
CPS,Cooper-Standard Holdings Inc.,134.19,2424261377,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/cps
CPA,"Copa Holdings, S.A.",97.38,4107669235,n/a,2005,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/cpa
CLB,Core Laboratories N.V.,118.61,5242896955,n/a,1995,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/clb
CXW,"CoreCivic, Inc.",24.84,2944623819,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cxw
CLGX,"CoreLogic, Inc.",53.28,4349585048,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/clgx
CORR,"CorEnergy Infrastructure Trust, Inc.",38.19,455434234,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/corr
CORR^A,"CorEnergy Infrastructure Trust, Inc.",25.2,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/corr^a
CPLG,CorePoint Lodging Inc.,26.27,1562044699,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cplg
COR,CoreSite Realty Corporation,113.68,3916754934,n/a,2010,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cor
GLW,Corning Incorporated,28.8,23914046966,n/a,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/glw
CAAP,Corporacion America Airports SA,9.79,1566617945,n/a,2018,Transportation,Aerospace,https://www.nasdaq.com/symbol/caap
GYC,Corporate Asset Backed Corp CABCO,22.6,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gyc
CCT,"Corporate Capital Trust, Inc.",16.36,2064877416,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/cct
OFC,Corporate Office Properties Trust,29.58,3021429400,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ofc
CZZ,Cosan Limited,8.21,1996665276,n/a,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/czz
CMRE,Costamare Inc.,8,873558608,n/a,2010,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/cmre
CMRE^B,Costamare Inc.,24.55,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmre^b
CMRE^C,Costamare Inc.,25.2984,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmre^c
CMRE^D,Costamare Inc.,26.32,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmre^d
CMRE^E,Costamare Inc.,25.43,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmre^e
COTV,"Cotiviti Holdings, Inc.",44.27,4126864983,n/a,2016,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cotv
COT,Cott Corporation,16.75,2347675210,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/cot
COTY,Coty Inc.,14.24,10687651252,n/a,2013,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/coty
CUZ,Cousins Properties Incorporated,9.55,4013326485,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cuz
CVA,Covanta Holding Corporation,17.3,2262990285,n/a,n/a,Basic Industries,Electric Utilities: Central,https://www.nasdaq.com/symbol/cva
CVIA,Covia Holdings Corporation,16.79,3779719517,n/a,2018,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cvia
CPF,CPB Inc.,28.89,855150846.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cpf
CPL,CPFL Energia S.A.,11.44,5824323888,n/a,2004,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cpl
CR,Crane Company,81.94,4892052758,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/cr
CRD.A,Crawford & Company,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/crd.a
CRD.B,Crawford & Company,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/crd.b
BAP,Credicorp Ltd.,227.33,18132068130,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bap
CS,Credit Suisse Group,14.81,37611456599,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cs
CPG,Crescent Point Energy Corporation,7.72,4240457997,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cpg
CEQP,Crestwood Equity Partners LP,33.3,2371930595,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceqp
CRH,CRH PLC,35.48,29605403187,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/crh
CRT,Cross Timbers Royalty Trust,14.6,87600000,n/a,1992,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crt
CAPL,CrossAmerica Partners LP,17.4,596438853,n/a,2012,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/capl
CCI,Crown Castle International Corporation,111.06,46070235939,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cci
CCI^A,Crown Castle International Corporation,1073,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cci^a
CCK,"Crown Holdings, Inc.",45.36,6092194777,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/cck
CRY,"CryoLife, Inc.",29.65,1086149355,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cry
CSS,"CSS Industries, Inc.",16.57,151114240.9,n/a,n/a,Consumer Services,Consumer: Greeting Cards,https://www.nasdaq.com/symbol/css
CTS,CTS Corporation,37.35,1233229994,n/a,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/cts
CUBE,CubeSmart,31.83,5801975997,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cube
CUB,Cubic Corporation,69.9,1903314090,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cub
CFR,"Cullen/Frost Bankers, Inc.",111.05,7084678616,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cfr
CFR^A,"Cullen/Frost Bankers, Inc.",25.0914,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cfr^a
CULP,"Culp, Inc.",24.7,307521817.2,n/a,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/culp
CMI,Cummins Inc.,136.86,22550819094,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cmi
CURO,CURO Group Holdings Corp.,27.34,1245649195,n/a,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/curo
CW,Curtiss-Wright Corporation,123.25,5449058871,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cw
SRF,Cushing Energy Income Fund (The),9.41,23289646.49,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/srf
SRV,Cushing MLP & Infrastructure Total Return Fund,11.85,79801478.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/srv
SZC,Cushing Renaissance Fund (The),18.19,141975551.2,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/szc
CUBI,"Customers Bancorp, Inc",28.59,900534138.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cubi
CUBI^C,"Customers Bancorp, Inc",26.4574,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^c
CUBI^D,"Customers Bancorp, Inc",26.2224,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^d
CUBI^E,"Customers Bancorp, Inc",26.2401,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^e
CUBI^F,"Customers Bancorp, Inc",25.47,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cubi^f
CUBS,"Customers Bancorp, Inc",25.1627,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cubs
CVI,CVR Energy Inc.,37.05,3217090403,n/a,2007,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/cvi
UAN,"CVR Partners, LP",3.72,421412659.6,n/a,2011,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/uan
